"","date","item","count","sales_cat","semester","period","station","item_cat"
"4055","13-Mar","Egg Cheese Sausage Breakfast Sandwich",24,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4056","13-Mar","Egg Cheese Bacon Breakfast Sandwich",21,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4057","13-Mar","LTO Meatball Sub",10,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4058","13-Mar","Burrito Breakfast G&G",5,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4059","13-Mar","Salad by the Pound",55,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Main"
"4060","13-Mar","Add Extra Protein 3.99",4,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Modification"
"4061","13-Mar","Soup 12 oz",49,"Soup","Spring 2025","Unimodal","Soup","Main"
"4062","13-Mar","8 oz Soup",24,"Soup","Spring 2025","Unimodal","Soup","Main"
"4063","14-Mar","Quesadilla Deluxe Trillium",111,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4064","14-Mar","Grilled Hamburger",76,"Grill","Spring 2025","Unimodal","Grill","Main"
"4065","14-Mar","Burrito Una Mano Trillium BYO",51,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4066","14-Mar","Fried Chicken Tenders",51,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4067","14-Mar","French Fries",73,"Grill","Spring 2025","Unimodal","Grill","Side"
"4068","14-Mar","Quesadilla Cheese",18,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4069","14-Mar","Trillium Grill Impossible Burger",10,"Grill","Spring 2025","Unimodal","Grill","Main"
"4070","14-Mar","Grilled Chicken Breast Sandwich",11,"Grill","Spring 2025","Unimodal","Grill","Main"
"4071","14-Mar","Sweet Potato Fries",30,"Grill","Spring 2025","Unimodal","Grill","Side"
"4072","14-Mar","+ Beef Patty",14,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4073","14-Mar","Seared Salmon Burger",4,"Grill","Spring 2025","Unimodal","Grill","Main"
"4074","14-Mar","Side Potato Tots",11,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4075","14-Mar","Black Bean Burger",1,"Grill","Spring 2025","Unimodal","Grill","Main"
"4076","14-Mar","ADD Chicken Breast",2,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4077","14-Mar","ADD Burger Salmon Grilled",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4078","14-Mar","Add Sausage 2 Patty",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4079","14-Mar","Add Egg .99",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4080","14-Mar","1 Entree + 1 Side",102,"Asian","Spring 2025","Unimodal","Wok","Main"
"4081","14-Mar","Bowl Ramen Chicken",47,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4082","14-Mar","1 Entree + 2 Side",36,"Asian","Spring 2025","Unimodal","Wok","Main"
"4083","14-Mar","2 Entrees + 2 Sides",16,"Asian","Spring 2025","Unimodal","Wok","Main"
"4084","14-Mar","Bowl Ramen Tofu",11,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4085","14-Mar","1 Wok Entree",3,"Asian","Spring 2025","Unimodal","Wok","Main"
"4086","14-Mar","Side Vegetarian Lo Mein",3,"Asian","Spring 2025","Unimodal","Wok","Side"
"4087","14-Mar","Side White or Brown Rice",5,"Asian","Spring 2025","Unimodal","Wok","Side"
"4088","14-Mar","Side Fried Spring Roll",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4089","14-Mar","Side Vegetables",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4090","14-Mar","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4091","14-Mar","Burrito Breakfast",82,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4092","14-Mar","Small French Omelet",65,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4093","14-Mar","Grand Slam Breakfast",17,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4094","14-Mar","Add Bacon",20,"Breakfast","Spring 2025","Unimodal","Breakfast","Modification"
"4095","14-Mar","Two Eggs",11,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4096","14-Mar","Pancake Single",6,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4097","14-Mar","Trillium Home Fries",2,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4098","14-Mar","2 Slices Toast",2,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4099","14-Mar","PC Jelly",3,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4100","14-Mar","PC Peanut Butter",2,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4101","14-Mar","Create Your Pasta Bowl MEAT",71,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4102","14-Mar","Pizza with Toppings",27,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4103","14-Mar","Create Your Pasta Bowl VEG",14,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4104","14-Mar","Pizza Cheese",11,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4105","14-Mar","Add Extra Meat",15,"Italian","Spring 2025","Unimodal","Pasta","Modification"
"4106","14-Mar","Side Bread Pasta Station",2,"Italian","Spring 2025","Unimodal","Pasta","Side"
"4107","14-Mar","Burrito Bowl BYO",61,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4108","14-Mar","Single Taco",4,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4109","14-Mar","Side Guacamole",1,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4110","14-Mar","Add Extra Toppings Una Mano",2,"Mexican","Spring 2025","Unimodal","Wrap","Modification"
"4111","14-Mar","LTO Spicy Chicken Sandwich",33,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4112","14-Mar","Egg Cheese Sausage Breakfast Sandwich",24,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4113","14-Mar","Egg Cheese Bacon Breakfast Sandwich",19,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4114","14-Mar","Salad by the Pound",31,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Main"
"4115","14-Mar","Add Extra Protein 3.99",2,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Modification"
"4116","14-Mar","Soup 12 oz",27,"Soup","Spring 2025","Unimodal","Soup","Main"
"4117","14-Mar","8 oz Soup",15,"Soup","Spring 2025","Unimodal","Soup","Main"
"4118","17-Mar","Quesadilla Deluxe Trillium",147,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4119","17-Mar","Grilled Hamburger",77,"Grill","Spring 2025","Unimodal","Grill","Main"
"4120","17-Mar","Fried Chicken Tenders",92,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4121","17-Mar","Burrito Una Mano Trillium BYO",51,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4122","17-Mar","French Fries",113,"Grill","Spring 2025","Unimodal","Grill","Side"
"4123","17-Mar","Quesadilla Cheese",19,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4124","17-Mar","Grilled Chicken Breast Sandwich",17,"Grill","Spring 2025","Unimodal","Grill","Main"
"4125","17-Mar","Trillium Grill Impossible Burger",12,"Grill","Spring 2025","Unimodal","Grill","Main"
"4126","17-Mar","Sweet Potato Fries",41,"Grill","Spring 2025","Unimodal","Grill","Side"
"4127","17-Mar","+ Beef Patty",30,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4128","17-Mar","Seared Salmon Burger",10,"Grill","Spring 2025","Unimodal","Grill","Main"
"4129","17-Mar","Black Bean Burger",8,"Grill","Spring 2025","Unimodal","Grill","Main"
"4130","17-Mar","Side Potato Tots",13,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4131","17-Mar","ADD Cheese",12,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4132","17-Mar","ADD Chicken Breast",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4133","17-Mar","Add Sausage 2 Patty",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4134","17-Mar","Add Egg .99",2,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4135","17-Mar","1 Entree + 1 Side",184,"Asian","Spring 2025","Unimodal","Wok","Main"
"4136","17-Mar","Bowl Ramen Chicken",84,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4137","17-Mar","1 Entree + 2 Side",70,"Asian","Spring 2025","Unimodal","Wok","Main"
"4138","17-Mar","2 Entrees + 2 Sides",32,"Asian","Spring 2025","Unimodal","Wok","Main"
"4139","17-Mar","Bowl Ramen Tofu",19,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4140","17-Mar","Side Vegetarian Lo Mein",7,"Asian","Spring 2025","Unimodal","Wok","Side"
"4141","17-Mar","1 Wok Entree",3,"Asian","Spring 2025","Unimodal","Wok","Main"
"4142","17-Mar","Side White or Brown Rice",7,"Asian","Spring 2025","Unimodal","Wok","Side"
"4143","17-Mar","Side Fried Spring Roll",2,"Asian","Spring 2025","Unimodal","Wok","Side"
"4144","17-Mar","Side Vegetable Spring Rolls",2,"Asian","Spring 2025","Unimodal","Wok","Side"
"4145","17-Mar","Create Your Pasta Bowl MEAT",126,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4146","17-Mar","Pizza with Toppings",28,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4147","17-Mar","Create Your Pasta Bowl VEG",18,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4148","17-Mar","Add Extra Meat",31,"Italian","Spring 2025","Unimodal","Pasta","Modification"
"4149","17-Mar","Pizza Cheese",17,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4150","17-Mar","Side Bread Pasta Station",1,"Italian","Spring 2025","Unimodal","Pasta","Side"
"4151","17-Mar","Burrito Breakfast",76,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4152","17-Mar","Small French Omelet",61,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4153","17-Mar","Add Bacon",32,"Breakfast","Spring 2025","Unimodal","Breakfast","Modification"
"4154","17-Mar","Grand Slam Breakfast",7,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4155","17-Mar","Two Eggs",14,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4156","17-Mar","Trillium Home Fries",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4157","17-Mar","PC Peanut Butter",2,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4158","17-Mar","2 Slices Toast",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4159","17-Mar","Burrito Bowl BYO",100,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4160","17-Mar","Side Guacamole",4,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4161","17-Mar","Add Extra Toppings Una Mano",2,"Mexican","Spring 2025","Unimodal","Wrap","Modification"
"4162","17-Mar","Side Sour Cream",2,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4163","17-Mar","Side Salsa",1,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4164","17-Mar","Salad by the Pound",51,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Main"
"4165","17-Mar","Add Extra Protein 3.99",2,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Modification"
"4166","17-Mar","LTO Spicy Chicken Sandwich",29,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4167","17-Mar","Egg Cheese Sausage Breakfast Sandwich",24,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4168","17-Mar","Egg Cheese Bacon Breakfast Sandwich",20,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4169","17-Mar","8 oz Soup",47,"Soup","Spring 2025","Unimodal","Soup","Main"
"4170","17-Mar","Soup 12 oz",40,"Soup","Spring 2025","Unimodal","Soup","Main"
"4171","18-Mar","Quesadilla Deluxe Trillium",186,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4172","18-Mar","Fried Chicken Tenders",105,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4173","18-Mar","Grilled Hamburger",80,"Grill","Spring 2025","Unimodal","Grill","Main"
"4174","18-Mar","Burrito Una Mano Trillium BYO",69,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4175","18-Mar","French Fries",112,"Grill","Spring 2025","Unimodal","Grill","Side"
"4176","18-Mar","Quesadilla Cheese",18,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4177","18-Mar","Grilled Chicken Breast Sandwich",16,"Grill","Spring 2025","Unimodal","Grill","Main"
"4178","18-Mar","Sweet Potato Fries",43,"Grill","Spring 2025","Unimodal","Grill","Side"
"4179","18-Mar","Trillium Grill Impossible Burger",7,"Grill","Spring 2025","Unimodal","Grill","Main"
"4180","18-Mar","+ Beef Patty",18,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4181","18-Mar","Side Potato Tots",20,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4182","18-Mar","Seared Salmon Burger",6,"Grill","Spring 2025","Unimodal","Grill","Main"
"4183","18-Mar","Black Bean Burger",3,"Grill","Spring 2025","Unimodal","Grill","Main"
"4184","18-Mar","ADD Chicken Breast",4,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4185","18-Mar","Add Impossible Burger Patty",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4186","18-Mar","ADD Cheese",8,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4187","18-Mar","Add Egg .99",4,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4188","18-Mar","1 Entree + 1 Side",196,"Asian","Spring 2025","Unimodal","Wok","Main"
"4189","18-Mar","Bowl Ramen Chicken",73,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4190","18-Mar","1 Entree + 2 Side",62,"Asian","Spring 2025","Unimodal","Wok","Main"
"4191","18-Mar","2 Entrees + 2 Sides",33,"Asian","Spring 2025","Unimodal","Wok","Main"
"4192","18-Mar","Bowl Ramen Tofu",23,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4193","18-Mar","Side Vegetarian Lo Mein",7,"Asian","Spring 2025","Unimodal","Wok","Side"
"4194","18-Mar","1 Wok Entree",4,"Asian","Spring 2025","Unimodal","Wok","Main"
"4195","18-Mar","Side White or Brown Rice",8,"Asian","Spring 2025","Unimodal","Wok","Side"
"4196","18-Mar","Side Vegetable Spring Rolls",4,"Asian","Spring 2025","Unimodal","Wok","Side"
"4197","18-Mar","Side Fried Spring Roll",3,"Asian","Spring 2025","Unimodal","Wok","Side"
"4198","18-Mar","Bowl Ramen Chicken",1,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4199","18-Mar","Burrito Breakfast",85,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4200","18-Mar","Small French Omelet",69,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4201","18-Mar","Grand Slam Breakfast",12,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4202","18-Mar","Add Bacon",31,"Breakfast","Spring 2025","Unimodal","Breakfast","Modification"
"4203","18-Mar","Trillium Home Fries",7,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4204","18-Mar","Two Eggs",10,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4205","18-Mar","Pancake Single",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4206","18-Mar","2 Slices Toast",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4207","18-Mar","Create Your Pasta Bowl MEAT",89,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4208","18-Mar","Create Your Pasta Bowl VEG",27,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4209","18-Mar","Pizza with Toppings",31,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4210","18-Mar","Pizza Cheese",18,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4211","18-Mar","Add Extra Meat",24,"Italian","Spring 2025","Unimodal","Pasta","Modification"
"4212","18-Mar","Side Bread Pasta Station",2,"Italian","Spring 2025","Unimodal","Pasta","Side"
"4213","18-Mar","Burrito Bowl BYO",101,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4214","18-Mar","Single Taco",7,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4215","18-Mar","Side Guacamole",4,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4216","18-Mar","Add Extra Toppings Una Mano",4,"Mexican","Spring 2025","Unimodal","Wrap","Modification"
"4217","18-Mar","Side Sour Cream",2,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4218","18-Mar","LTO Spicy Chicken Sandwich",24,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4219","18-Mar","Egg Cheese Sausage Breakfast Sandwich",29,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4220","18-Mar","LTO Meatball Sub",15,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4221","18-Mar","Egg Cheese Bacon Breakfast Sandwich",17,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4222","18-Mar","Salad by the Pound",57,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Main"
"4223","18-Mar","Soup 12 oz",49,"Soup","Spring 2025","Unimodal","Soup","Main"
"4224","18-Mar","8 oz Soup",24,"Soup","Spring 2025","Unimodal","Soup","Main"
"4225","19-Mar","Quesadilla Deluxe Trillium",188,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4226","19-Mar","Grilled Hamburger",96,"Grill","Spring 2025","Unimodal","Grill","Main"
"4227","19-Mar","Burrito Una Mano Trillium BYO",67,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4228","19-Mar","Fried Chicken Tenders",83,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4229","19-Mar","French Fries",103,"Grill","Spring 2025","Unimodal","Grill","Side"
"4230","19-Mar","Quesadilla Cheese",27,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4231","19-Mar","Grilled Chicken Breast Sandwich",20,"Grill","Spring 2025","Unimodal","Grill","Main"
"4232","19-Mar","Sweet Potato Fries",42,"Grill","Spring 2025","Unimodal","Grill","Side"
"4233","19-Mar","+ Beef Patty",26,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4234","19-Mar","Seared Salmon Burger",6,"Grill","Spring 2025","Unimodal","Grill","Main"
"4235","19-Mar","Side Potato Tots",16,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4236","19-Mar","Black Bean Burger",5,"Grill","Spring 2025","Unimodal","Grill","Main"
"4237","19-Mar","Trillium Grill Impossible Burger",3,"Grill","Spring 2025","Unimodal","Grill","Main"
"4238","19-Mar","Add Sausage 2 Patty",4,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4239","19-Mar","ADD Chicken Breast",2,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4240","19-Mar","ADD Cheese",13,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4241","19-Mar","Add Egg .99",3,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4242","19-Mar","1 Entree + 1 Side",198,"Asian","Spring 2025","Unimodal","Wok","Main"
"4243","19-Mar","1 Entree + 2 Side",68,"Asian","Spring 2025","Unimodal","Wok","Main"
"4244","19-Mar","Bowl Ramen Chicken",62,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4245","19-Mar","2 Entrees + 2 Sides",23,"Asian","Spring 2025","Unimodal","Wok","Main"
"4246","19-Mar","Bowl Ramen Tofu",15,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4247","19-Mar","1 Wok Entree",5,"Asian","Spring 2025","Unimodal","Wok","Main"
"4248","19-Mar","Side White or Brown Rice",10,"Asian","Spring 2025","Unimodal","Wok","Side"
"4249","19-Mar","Side Vegetarian Lo Mein",5,"Asian","Spring 2025","Unimodal","Wok","Side"
"4250","19-Mar","Side Vegetables",2,"Asian","Spring 2025","Unimodal","Wok","Side"
"4251","19-Mar","Side Fried Spring Roll",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4252","19-Mar","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4253","19-Mar","Add Extra Toppings",1,"Asian","Spring 2025","Unimodal","Ramen","Modification"
"4254","19-Mar","Create Your Pasta Bowl MEAT",106,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4255","19-Mar","Create Your Pasta Bowl VEG",20,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4256","19-Mar","Pizza with Toppings",29,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4257","19-Mar","Pizza Cheese",20,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4258","19-Mar","Add Extra Meat",22,"Italian","Spring 2025","Unimodal","Pasta","Modification"
"4259","19-Mar","Side Bread Pasta Station",1,"Italian","Spring 2025","Unimodal","Pasta","Side"
"4260","19-Mar","Burrito Breakfast",95,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4261","19-Mar","Small French Omelet",45,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4262","19-Mar","Grand Slam Breakfast",9,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4263","19-Mar","Add Bacon",28,"Breakfast","Spring 2025","Unimodal","Breakfast","Modification"
"4264","19-Mar","Two Eggs",14,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4265","19-Mar","Pancake Single",4,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4266","19-Mar","Trillium Home Fries",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4267","19-Mar","2 Slices Toast",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4268","19-Mar","Burrito Bowl BYO",102,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4269","19-Mar","Side Guacamole",1,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4270","19-Mar","Side Sour Cream",2,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4271","19-Mar","Side Salsa",1,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4272","19-Mar","Salad by the Pound",67,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Main"
"4273","19-Mar","Add Extra Protein 3.99",1,"Salad Bar","Spring 2025","Unimodal","Salad Bar","Modification"
"4274","19-Mar","LTO Spicy Chicken Sandwich",39,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4275","19-Mar","Egg Cheese Sausage Breakfast Sandwich",23,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4276","19-Mar","Egg Cheese Bacon Breakfast Sandwich",13,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Main"
"4277","19-Mar","Soup 12 oz",41,"Soup","Spring 2025","Unimodal","Soup","Main"
"4278","19-Mar","8 oz Soup",44,"Soup","Spring 2025","Unimodal","Soup","Main"
"4279","20-Mar","Quesadilla Deluxe Trillium",180,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4280","20-Mar","Grilled Hamburger",103,"Grill","Spring 2025","Unimodal","Grill","Main"
"4281","20-Mar","Burrito Una Mano Trillium BYO",65,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4282","20-Mar","Fried Chicken Tenders",77,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4283","20-Mar","French Fries",109,"Grill","Spring 2025","Unimodal","Grill","Side"
"4284","20-Mar","Quesadilla Cheese",24,"Grill","Spring 2025","Unimodal","Quesadilla","Main"
"4285","20-Mar","Grilled Chicken Breast Sandwich",18,"Grill","Spring 2025","Unimodal","Grill","Main"
"4286","20-Mar","Trillium Grill Impossible Burger",12,"Grill","Spring 2025","Unimodal","Grill","Main"
"4287","20-Mar","Sweet Potato Fries",23,"Grill","Spring 2025","Unimodal","Grill","Side"
"4288","20-Mar","Side Potato Tots",22,"Grab N Go","Spring 2025","Unimodal","Grab N Go","Side"
"4289","20-Mar","+ Beef Patty",14,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4290","20-Mar","Seared Salmon Burger",6,"Grill","Spring 2025","Unimodal","Grill","Main"
"4291","20-Mar","Black Bean Burger",3,"Grill","Spring 2025","Unimodal","Grill","Main"
"4292","20-Mar","Add Sausage 2 Patty",5,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4293","20-Mar","ADD Chicken Breast",1,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4294","20-Mar","Add Egg .99",4,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4295","20-Mar","ADD Cheese",5,"Grill","Spring 2025","Unimodal","Grill","Modification"
"4296","20-Mar","1 Entree + 1 Side",191,"Asian","Spring 2025","Unimodal","Wok","Main"
"4297","20-Mar","1 Entree + 2 Side",72,"Asian","Spring 2025","Unimodal","Wok","Main"
"4298","20-Mar","Bowl Ramen Chicken",59,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4299","20-Mar","2 Entrees + 2 Sides",25,"Asian","Spring 2025","Unimodal","Wok","Main"
"4300","20-Mar","Bowl Ramen Tofu",27,"Asian","Spring 2025","Unimodal","Ramen","Main"
"4301","20-Mar","1 Wok Entree",15,"Asian","Spring 2025","Unimodal","Wok","Main"
"4302","20-Mar","Side Vegetarian Lo Mein",5,"Asian","Spring 2025","Unimodal","Wok","Side"
"4303","20-Mar","Side Vegetable Spring Rolls",2,"Asian","Spring 2025","Unimodal","Wok","Side"
"4304","20-Mar","Side White or Brown Rice",2,"Asian","Spring 2025","Unimodal","Wok","Side"
"4305","20-Mar","Side Vegetables",1,"Asian","Spring 2025","Unimodal","Wok","Side"
"4306","20-Mar","Create Your Pasta Bowl MEAT",98,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4307","20-Mar","Create Your Pasta Bowl VEG",28,"Italian","Spring 2025","Unimodal","Pasta","Main"
"4308","20-Mar","Pizza with Toppings",32,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4309","20-Mar","Pizza Cheese",16,"Italian","Spring 2025","Unimodal","Pizza","Main"
"4310","20-Mar","Add Extra Meat",20,"Italian","Spring 2025","Unimodal","Pasta","Modification"
"4311","20-Mar","Side Bread Pasta Station",4,"Italian","Spring 2025","Unimodal","Pasta","Side"
"4312","20-Mar","Burrito Breakfast",90,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4313","20-Mar","Small French Omelet",50,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4314","20-Mar","Grand Slam Breakfast",11,"Breakfast","Spring 2025","Unimodal","Breakfast","Main"
"4315","20-Mar","Add Bacon",40,"Breakfast","Spring 2025","Unimodal","Breakfast","Modification"
"4316","20-Mar","Two Eggs",17,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4317","20-Mar","Trillium Home Fries",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4318","20-Mar","Pancake Single",1,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4319","20-Mar","2 Slices Toast",2,"Breakfast","Spring 2025","Unimodal","Breakfast","Side"
"4320","20-Mar","Burrito Bowl BYO",107,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4321","20-Mar","Single Taco",9,"Mexican","Spring 2025","Unimodal","Wrap","Main"
"4322","20-Mar","Side Guacamole",9,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4323","20-Mar","Add Extra Toppings Una Mano",4,"Mexican","Spring 2025","Unimodal","Wrap","Modification"
"4324","20-Mar","Side Sour Cream",2,"Mexican","Spring 2025","Unimodal","Wrap","Side"
"4325","20-Mar","Side Salsa",1,"Mexican","Spring 2025","Unimodal","Wrap","Side"
